id	name	subsystem
rxn09110	Phosphatidylglycerol synthase (n-C14:1)	Glycerophospholipid metabolism
rxn09111	Phosphatidylglycerol synthase (n-C16:0)	Glycerophospholipid metabolism
rxn09112	Phosphatidylglycerol synthase (n-C16:1)	Glycerophospholipid metabolism
rxn09113	Phosphatidylglycerol synthase (n-C18:0)	Glycerophospholipid metabolism
rxn09114	Phosphatidylglycerol synthase (n-C18:1)	Glycerophospholipid metabolism
rPY00215	phospholipase D	Glycerophospholipid metabolism
rxn13889	phosphatidate cytidylyltransferase reversible	Glycerophospholipid metabolism
rxn06971	CDP-diacylglycerol:choline O-phosphatidyltransferase	Glycerophospholipid metabolism
rxn09101	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	Glycerophospholipid metabolism
rxn09102	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	Glycerophospholipid metabolism
rxn09103	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)	Glycerophospholipid metabolism
rxn09104	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)	Glycerophospholipid metabolism
rxn09105	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)	Glycerophospholipid metabolism
rxn09106	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	Glycerophospholipid metabolism
rxn09107	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)	Glycerophospholipid metabolism
rxn13887	Phosphatidylglycerophosphate phosphohydrolase	Glycerophospholipid metabolism
rxn09205	Phosphatidylserine syntase (n-C12:0)	Glycerophospholipid metabolism
rxn09206	Phosphatidylserine syntase (n-C14:0)	Glycerophospholipid metabolism
rxn09207	Phosphatidylserine syntase (n-C14:1)	Glycerophospholipid metabolism
rxn09208	Phosphatidylserine syntase (n-C16:0)	Glycerophospholipid metabolism
rxn09209	Phosphatidylserine syntase (n-C16:1)	Glycerophospholipid metabolism
rxn09210	Phosphatidylserine syntase (n-C18:0)	Glycerophospholipid metabolism
rxn09211	Phosphatidylserine syntase (n-C18:1)	Glycerophospholipid metabolism
rxn10233	anteisoheptadecanoyl-phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn10236	anteisopentadecanoyl-phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn10232	isoheptadecanoyl-phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn10237	isohexadecanoyl-phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn10235	isopentadecanoyl-phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn10234	isotetradecanoyl-phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn13894	phosphatidylserine decarboxylase	Glycerophospholipid metabolism
rxn09197	Phosphatidylserine decarboxylase (n-C12:0)	Glycerophospholipid metabolism
rxn09198	Phosphatidylserine decarboxylase (n-C14:0)	Glycerophospholipid metabolism
rxn09199	Phosphatidylserine decarboxylase (n-C14:1)	Glycerophospholipid metabolism
rPY00165	Phosphatidylserine decarboxylase (n-C16:0 16:1)	Glycerophospholipid metabolism
rxn09200	Phosphatidylserine decarboxylase (n-C16:0)	Glycerophospholipid metabolism
rxn09201	Phosphatidylserine decarboxylase (n-C16:1)	Glycerophospholipid metabolism
rPY00170	Phosphatidylserine decarboxylase (n-C18:0 18:1)	Glycerophospholipid metabolism
rxn09202	Phosphatidylserine decarboxylase (n-C18:0)	Glycerophospholipid metabolism
rxn09203	Phosphatidylserine decarboxylase (n-C18:1)	Glycerophospholipid metabolism
rxn13818	cardiolipin synthase reversible	Glycerophospholipid metabolism
rxn05964	Phosphatidylcholine cholinephosphohydrolase	Glycerophospholipid metabolism
rxn06079	Phosphatidylglycerol cholinephosphohydrolase	Glycerophospholipid metabolism
rxn06087	Phosphatidylethanolamine ethanolaminephosphohydrolase	Glycerophospholipid metabolism
rxn05901	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	Glycerophospholipid metabolism
rxn06140	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	Glycerophospholipid metabolism
rxn06043	CDP-Diacylglycerol synthetase (Ecoli)	Glycerophospholipid metabolism
rxn04684	Phosphocholine phosphohydrolase	Glycerophospholipid metabolism
rxn00538	ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)	Glycerophospholipid metabolism
rxn05829	Acid:CoA ligase (AMP-forming)	Glycerophospholipid metabolism
rxn05824	Acyl-CoA hydrolase	Glycerophospholipid metabolism
rxn01675	Glucose-1-phosphate thymidylyltransferase	Metabolism of terpenoids and polyketides
EX_cpd00797_e	EX (R)-3-Hydroxybutanoate e	Exchange
EX_cpd17085_e	EX 2-heptyl-3-hydroxy-4-quinolone e	Exchange
EX_cpd00176_e	EX 2-keto-3-deoxygluconate e	Exchange
EX_cpd00024_e	EX 2-Oxoglutarate	Exchange
EX_cpd00489_e	EX 4-Hydroxyphenylacetate	Exchange
EX_cpd00029_e	EX Acetate	Exchange
EX_cpd00142_e	EX Acetoacetate e	Exchange
EX_cpd00182_e	EX Adenosine e	Exchange
EX_cpd11587_e	EX Ala-Gln e	Exchange
EX_cpd11584_e	EX Ala-His e	Exchange
EX_cpd11593_e	EX ala-L-asp-L e	Exchange
EX_cpd11583_e	EX Ala-Leu e	Exchange
EX_cpd11586_e	EX ala-L-glu-L e	Exchange
EX_cpd11582_e	EX ala-L-Thr-L e	Exchange
EX_cpd01092_e	EX Allantoin e	Exchange
EX_cpd00162_e	EX Aminoethanol e	Exchange
EX_cpd01262_e	EX Amylotriose e	Exchange
EX_cpd01048_e	EX Arsenate e	Exchange
EX_cpd04098_e	EX Arsenite e	Exchange
EX_cpd00540_e	EX BET e	Exchange
EX_cpd11596_e	EX butanesulfonate e	Exchange
EX_cpd00211_e	EX Butyrate e	Exchange
EX_cpd00063_e	EX Ca2+ e	Exchange
EX_cpd00635_e	EX Cbl e	Exchange
EX_cpd01012_e	EX Cd2+ e	Exchange
EX_cpd00098_e	EX Choline e	Exchange
EX_cpd11595_e	EX chromate e	Exchange
EX_cpd00137_e	EX Citrate	Exchange
EX_cpd00099_e	EX Cl- e	Exchange
EX_cpd00011_e	EX CO2 e	Exchange
EX_cpd00149_e	EX Co2+ e	Exchange
EX_cpd00058_e	EX Cu2+ e	Exchange
EX_cpd01015_e	EX Cyanate e	Exchange
EX_cpd01017_e	EX Cys-Gly e	Exchange
EX_cpd00381_e	EX Cystine	Exchange
EX_cpd00367_e	EX Cytidine e	Exchange
EX_cpd00307_e	EX Cytosine e	Exchange
EX_cpd00117_e	EX D-Alanine e	Exchange
EX_cpd00438_e	EX Deoxyadenosine e	Exchange
EX_cpd00654_e	EX Deoxycytidine e	Exchange
EX_cpd00277_e	EX Deoxyguanosine e	Exchange
EX_cpd03279_e	EX Deoxyinosine e	Exchange
EX_cpd00412_e	EX Deoxyuridine e	Exchange
EX_cpd00082_e	EX D-Fructose	Exchange
EX_cpd00072_e	EX D-fructose-6-phosphate	Exchange
EX_cpd00653_e	EX D-Galactonate e	Exchange
EX_cpd00280_e	EX D-Galacturonate e	Exchange
EX_cpd00609_e	EX D-Glucarate e	Exchange
EX_cpd00027_e	EX D-Glucose e	Exchange
EX_cpd00079_e	EX D-glucose-6-phosphate	Exchange
EX_cpd00221_e	EX D-Lactate e	Exchange
EX_cpd01307_e	EX D-Lyxitol	Exchange
EX_cpd00386_e	EX D-Malate	Exchange
EX_cpd00637_e	EX D-Methionine e	Exchange
EX_cpd00652_e	EX D-Mucic acid e	Exchange
EX_cpd00105_e	EX D-Ribose e	Exchange
EX_cpd00550_e	EX D-Serine e	Exchange
EX_cpd11579_e	EX ethanesulfonate e	Exchange
EX_cpd00021_e	EX Fe2+ e	Exchange
EX_cpd10516_e	EX fe3 e	Exchange
EX_cpd03724_e	EX Ferrichrome e	Exchange
EX_cpd00106_e	EX Fumarate e	Exchange
EX_cpd00108_e	EX Galactose e	Exchange
EX_cpd00164_e	EX Glucuronate e	Exchange
EX_cpd11581_e	EX gly-asn-L e	Exchange
EX_cpd11589_e	EX gly-asp-L e	Exchange
EX_cpd00100_e	EX Glycerol e	Exchange
EX_cpd00080_e	EX Glycerol-3-phosphate e	Exchange
EX_cpd00033_e	EX Glycine e	Exchange
EX_cpd00139_e	EX Glycolate	Exchange
EX_cpd15603_e	EX Gly-Cys e	Exchange
EX_cpd11580_e	EX Gly-Gln e	Exchange
EX_cpd11592_e	EX gly-glu-L e	Exchange
EX_cpd15604_e	EX Gly-Leu e	Exchange
EX_cpd11591_e	EX Gly-Met e	Exchange
EX_cpd15605_e	EX Gly-Phe e	Exchange
EX_cpd11588_e	EX gly-pro-L e	Exchange
EX_cpd15606_e	EX Gly-Tyr e	Exchange
EX_cpd00067_e	EX H+ e	Exchange
EX_cpd00001_e	EX H2O e	Exchange
EX_cpd00268_e	EX H2S2O3 e	Exchange
EX_cpd11578_e	EX hexanesulfonate e	Exchange
EX_cpd00531_e	EX Hg2+ e	Exchange
EX_cpd00226_e	EX HYXN e	Exchange
EX_cpd00246_e	EX Inosine e	Exchange
EX_cpd03048_e	EX Isethionate e	Exchange
EX_cpd00205_e	EX K+ e	Exchange
EX_cpd03091_e	EX L-5&apos;-Deoxyadenosine e	Exchange
EX_cpd00035_e	EX L-Alanine e	Exchange
EX_cpd11585_e	EX L-alanylglycine e	Exchange
EX_cpd00224_e	EX L-Arabinose e	Exchange
EX_cpd00051_e	EX L-Arginine e	Exchange
EX_cpd00132_e	EX L-Asparagine	Exchange
EX_cpd00041_e	EX L-Aspartate e	Exchange
EX_cpd00395_e	EX L-Cysteate e	Exchange
EX_cpd00084_e	EX L-Cysteine e	Exchange
EX_cpd00023_e	EX L-Glutamate e	Exchange
EX_cpd00053_e	EX L-Glutamine e	Exchange
EX_cpd00119_e	EX L-Histidine e	Exchange
EX_cpd00121_e	EX L-Inositol	Exchange
EX_cpd00322_e	EX L-Isoleucine e	Exchange
EX_cpd00159_e	EX L-Lactate e	Exchange
EX_cpd00107_e	EX L-Leucine e	Exchange
EX_cpd00039_e	EX L-Lysine e	Exchange
EX_cpd00130_e	EX L-Malate e	Exchange
EX_cpd00060_e	EX L-Methionine e	Exchange
EX_cpd11576_e	EX L-methionine R-oxide e	Exchange
EX_cpd01914_e	EX L-Methionine S-oxide e	Exchange
EX_cpd00066_e	EX L-Phenylalanine e	Exchange
EX_cpd00129_e	EX L-Proline e	Exchange
EX_cpd00054_e	EX L-Serine e	Exchange
EX_cpd00161_e	EX L-Threonine e	Exchange
EX_cpd00065_e	EX L-Tryptophan e	Exchange
EX_cpd00069_e	EX L-Tyrosine e	Exchange
EX_cpd00156_e	EX L-Valine e	Exchange
EX_cpd00308_e	EX Malonate e	Exchange
EX_cpd01329_e	EX Maltohexaose e	Exchange
EX_cpd00179_e	EX Maltose e	Exchange
EX_cpd08023_e	EX methanesulfonate e	Exchange
EX_cpd11590_e	EX met-L-ala-L e	Exchange
EX_cpd00254_e	EX Mg e	Exchange
EX_cpd00030_e	EX Mn2+ e	Exchange
EX_cpd11574_e	EX Molybdate e	Exchange
EX_cpd11575_e	EX MOPS e	Exchange
EX_cpd00971_e	EX Na+ e	Exchange
EX_cpd00122_e	EX N-Acetyl-D-glucosamine e	Exchange
EX_cpd00013_e	EX NH3 e	Exchange
EX_cpd00244_e	EX Ni2+ e	Exchange
EX_cpd00209_e	EX Nitrate e	Exchange
EX_cpd00075_e	EX Nitrite e	Exchange
EX_cpd00528_e	EX nitrogen e	Exchange
EX_cpd00007_e	EX O2 e	Exchange
EX_cpd00064_e	EX Ornithine e	Exchange
EX_cpd04097_e	EX Pb e	Exchange
EX_cpd00009_e	EX Phosphate e	Exchange
EX_cpd00012_e	EX PPi e	Exchange
EX_cpd00141_e	EX Propionate	Exchange
EX_cpd00118_e	EX Putrescine e	Exchange
EX_cpd00020_e	EX Pyruvate	Exchange
EX_cpd00588_e	EX Sorbitol	Exchange
EX_cpd00264_e	EX Spermidine e	Exchange
EX_cpd00036_e	EX Succinate e	Exchange
EX_cpd00048_e	EX Sulfate e	Exchange
EX_cpd09878_e	EX Sulfoacetate e	Exchange
EX_cpd00210_e	EX Taurine e	Exchange
EX_cpd00305_e	EX Thiamin e	Exchange
EX_cpd00184_e	EX Thymidine e	Exchange
EX_cpd01242_e	EX Thyminose e	Exchange
EX_cpd00851_e	EX trans-4-Hydroxy-L-proline	Exchange
EX_cpd00092_e	EX Uracil e	Exchange
EX_cpd00073_e	EX Urea e	Exchange
EX_cpd00249_e	EX Uridine e	Exchange
EX_cpd03424_e	EX Vitamin B12 e	Exchange
EX_cpd00423_e	EX Vitamin B12r e	Exchange
EX_cpd00309_e	EX XAN e	Exchange
EX_cpd00306_e	EX Xylitol	Exchange
EX_cpd00154_e	EX Xylose e	Exchange
EX_cpd00034_e	EX Zn2+ e	Exchange
EX_cpd00331_e	EX cis-Aconitic acid	Exchange
EX_cpd00089_e	EX Glucose-1-phosphate	Exchange
EX_cpd00314_e	EX D-Mannitol	Exchange
EX_cpd00380_e	EX Itaconic Acid	Exchange
EX_cpd00581_e	EX Urocanic Acid	Exchange
EX_cpd00281_e	EX Amino Butyric Acid	Exchange
rxn01827	4-hydroxyphenylpyruvate dioxygenase	Ubiquinone biosynthesis
rxn03393	Octaprenyl-hydroxybenzoate decarboxylase	Ubiquinone biosynthesis
rxn13107	2-Nonaprenylphenol hydroxylase	Ubiquinone biosynthesis
rxn09044	2-Octaprenylphenol hydroxylase	Ubiquinone biosynthesis
rxn12880	5-demethoxyubiquinol hydroxylyase	Ubiquinone biosynthesis
rxn02898	Naphthoate synthase	Ubiquinone biosynthesis
rxn12892	2-polyprenyl-6-hydroxyphenol methylase	Ubiquinone biosynthesis
rxn05003	3-demethylubiquinone-9 3-methyltransferase	Ubiquinone biosynthesis
rxn08353	3-Dimethylubiquinonol 3-methyltransferase	Ubiquinone biosynthesis
rxn03395	2-octaprenyl-6-hydroxyphenol methylase	Ubiquinone biosynthesis
rxn13864	nitrous-oxide reductase precursor	Ubiquinone biosynthesis
rxn13044	nonaprenyl-4-hydroxybenzoate decarboxylase	Ubiquinone biosynthesis
rxn01258	Isochorismate synthase	Ubiquinone biosynthesis
rxn12879	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	Ubiquinone biosynthesis
rxn09039	2-Octaprenyl-6-methoxy-benzoquinol methylase	Ubiquinone biosynthesis
rxn09040	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Ubiquinone biosynthesis
rxn13108	2-nonaprenyl-6-methoxyphenol hydroxylase	Ubiquinone biosynthesis
rxn09042	2-octaprenyl-6-methoxyphenol hydroxylase	Ubiquinone biosynthesis
rxn00966	Chorismate pyruvate lyase	Ubiquinone biosynthesis
rxn03893	Hydroxybenzoate octaprenyltransferase	Ubiquinone biosynthesis
rxn05034	4-hydroxybenzoate polyprenyltransferase	Ubiquinone biosynthesis
rxn00501	MMSAD3	Propanoate metabolism
rxn00671	MMSAD1	Propanoate metabolism
rxn00986	PropanoateCoA ligase (AMP-forming)	Propanoate metabolism
rxn00675	Propinol adenylateCoA ligase (AMP-forming)	Propanoate metabolism
rxn00285	Succinyl-CoA synthetase (ADP-forming)	Propanoate metabolism
rxn00533	Acetyl-CoA carboxylase	Propanoate metabolism
rxn00656	APATr	Propanoate metabolism
rxn00670	Phosphate acetyltransferase	Propanoate metabolism
rxn00985	Propionate kinase	Propanoate metabolism
rxn00738	1-aminocyclopropane-1-carboxylate deaminase	Propanoate metabolism
rxn01851	Aminobutyraldehyde dehydrogenase	Arginine and proline metabolism
rxn00931	Pyrroline-5-carboxylate reductase	Arginine and proline metabolism
rxn00183	PUTA3	Arginine and proline metabolism
rxn13895	Proline dehydrogenase	Arginine and proline metabolism
rxn13906	Spermidine dehydrogenase	Arginine and proline metabolism
rxn13788	1-pyrroline dehydrogenase	Arginine and proline metabolism
rxn00858	Agmatinase	Arginine and proline metabolism
rxn00394	arginase	Arginine and proline metabolism
rxn01019	ornithine carbamoyltransferase	Arginine and proline metabolism
rxn01029	agmatine deiminase	Arginine and proline metabolism
rxn00853	N-carbamoylputrescine amidohydrolase	Arginine and proline metabolism
rxn00856	Putrescine Transaminase	Arginine and proline metabolism
rxn01637	Acetylornithine transaminase	Arginine and proline metabolism
rxn00467	ornithine transaminase	Arginine and proline metabolism
rxn00291	Succinylglutamate desuccinylase	Arginine and proline metabolism
rxn01462	GUDBUTNAH	Arginine and proline metabolism
rxn01434	argininosuccinate synthase	Arginine and proline metabolism
rxn01636	ornithine transacetylase	Arginine and proline metabolism
rxn00395	arginine deiminase	Arginine and proline metabolism
rxn00114	Carbamate kinase	Arginine and proline metabolism
rxn08968	N-acetylornithine deacetylase	Arginine and proline metabolism
rxn00802	argininosuccinate lyase	Arginine and proline metabolism
rxn01917	Acetylglutamate kinase	Arginine and proline metabolism
rxn05118	4-aminobutanoate cyclization reaction	Arginine and proline metabolism
rxn00601	Arginine succinyltransferase	Arginine and proline metabolism
rxn02927	succinylarginine dihydrolase	Arginine and proline metabolism
rxn02944	Succinylornithine transaminase	Arginine and proline metabolism
rxn03422	Succinylglutamic semialdehyde dehydrogenase	Arginine and proline metabolism
rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	Arginine and proline metabolism
rxn13805	Poly(beta-d-mannuronate) lyase precursor	Alginate synthesis
rxn13807	alginate-c5-mannuronan-epimerase	Alginate synthesis
rxn13806	alginate o-acetyltransferase	Alginate synthesis
rxn00623	Sulfite reductase  NADPH2 	Sulfur metabolism
rxn09240	Sulfate adenyltransferase	Sulfur metabolism
rxn00361	Adenylyl-sulfate kinase	Sulfur metabolism
rxn05256	APSR	Sulfur metabolism
rxn01416	thiosulfate sulfurtransferase	Sulfur metabolism
rxn00137	3&apos;,5&apos;-bisphosphate nucleotidase	Sulfur metabolism
rxn00288	FRD	Butanoate metabolism
rxn00509	Succinate-semialdehyde dehydrogenase (NADP)	Butanoate metabolism
rxn01452	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	Butanoate metabolism
rxn00508	Succinate-semialdehyde dehydrogenase (NAD)	Butanoate metabolism
rxn00992	BDH	Butanoate metabolism
rxn02112	(R,R)-butanediol dehydrogenase	Butanoate metabolism
rxn02632	2,3-butanediol dehydrogenase	Butanoate metabolism
rxn01686	2,3-butanediol dehydrogenase	Butanoate metabolism
rxn00868	Acyl-CoA dehydrogenase (butanoyl-CoA)	Butanoate metabolism
rxn13888	poly(3-hydroxyalkanoic acid) synthase	Butanoate metabolism
rxn01204	4-aminobutyrate transaminase	Butanoate metabolism
rxn02167	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	Butanoate metabolism
rxn00988	acetoacetyl-CoAsynthetase	Butanoate metabolism
rxn00290	OCOAT1	Butanoate metabolism
rxn00991	HMGL	Butanoate metabolism
rxn05353	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	Fatty acid biosynthesis
rxn05356	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	Fatty acid biosynthesis
rxn05355	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	Fatty acid biosynthesis
rxn05354	Hexadecanoyl-[acyl-carrier proteinmalonyl-CoA	Fatty acid biosynthesis
rxn05357	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	Fatty acid biosynthesis
rxn05352	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	Fatty acid biosynthesis
rxn05351	Tetradecanoyl-[acyl-carrier protein]malonyl-CoA	Fatty acid biosynthesis
rxn05338	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05436	10-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05448	10-methyl-trans-undec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05442	11-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05437	12-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05449	12-methyl-trans-tridec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05443	13-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05438	14-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05450	14-methyl-trans-pentadec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05444	15-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05433	4-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05445	4-methyl-trans-pent-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05439	5-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05446	6-methyl-trans-hept-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05434	6-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05440	7-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05435	8-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05447	8-methyl-trans-non-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05441	9-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05322	Butyryl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase	Fatty acid biosynthesis
rxn05327	Decanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	Fatty acid biosynthesis
rxn05324	Dodecanoyl-[acyl-carrier protein]: malonyl-CoA  C-acyltransferase	Fatty acid biosynthesis
rxn13838	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	Fatty acid biosynthesis
rxn05328	Hexadecanoyl-[acyl-carrier protein]malonyl-CoA	Fatty acid biosynthesis
rxn05326	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	Fatty acid biosynthesis
rxn13850	Myristoyl-[acyl-carrier protein] synthase	Fatty acid biosynthesis
rxn08396	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	Fatty acid biosynthesis
rxn05325	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	Fatty acid biosynthesis
rxn05323	Tetradecanoyl-[acyl-carrier protein]malonyl-CoA	Fatty acid biosynthesis
rxn05464	trans-Octodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	Fatty acid biosynthesis
rxn05339	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05337	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05341	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05336	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05372	10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05422	10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05397	11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05376	12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05426	12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05401	13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05380	14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05430	14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05405	15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05461	3-Hydroxyoctodecanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn07993	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	Fatty acid biosynthesis
rxn05340	3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05342	3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid biosynthesis
rxn05360	4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05410	4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05385	5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05414	6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05364	6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05389	7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05368	8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05418	8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn05393	9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase	Fatty acid biosynthesis
rxn13909	2,4-dienoyl-CoA reductase (C8)	Fatty acid biosynthesis
rxn08002	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	Fatty acid biosynthesis
rxn05349	Acetyl-CoA ACP transacylase	Fatty acid biosynthesis
rxn05331	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn05333	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rPY00162	PA160161S	Fatty acid biosynthesis
rPY00167	PA180181S	Fatty acid biosynthesis
rxn08861	Malonyl-ACP decarboxylase	Fatty acid biosynthesis
rxn05334	((3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn05329	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn05330	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn13843	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn13840	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn13846	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn05332	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn05335	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	Fatty acid biosynthesis
rxn05373	10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05423	10-methyl-3-hydroxy-undecanoyl-ACP hydro-lyase	Fatty acid biosynthesis
